video_id	title	uploader	duration_seconds	url
GZ3zL7kT6_c	Teddy Swims - Lose Control (Live)	Teddy Swims	241	https://www.youtube.com/watch?v=GZ3zL7kT6_c
9VbDkDALT7w	Myles Smith - Nice To Meet You (Official Video)	Myles Smith	207	https://www.youtube.com/watch?v=9VbDkDALT7w
Hescu0zZ75s	Steve Kroeger x Skye Holland - Daydreamin' (Lyrics)	Sensual Musique	192	https://www.youtube.com/watch?v=Hescu0zZ75s
KRkkDWbsrz8	AVAION - Broken (Lyrics)	7clouds Afro House	199	https://www.youtube.com/watch?v=KRkkDWbsrz8
gx4rsZkCCss	Seinabo Sey - Younger (Kygo Remix)	Seinabo Sey	355	https://www.youtube.com/watch?v=gx4rsZkCCss
fTE1ao3VhCQ	DT James, LMMR - Midnight Train To Nowhere (Lyrics)	Sensual Musique	154	https://www.youtube.com/watch?v=fTE1ao3VhCQ
dX-2OEA99sI	Max Oazo & Moonessa - Mad World (Extended Mix)	MAX OAZO	284	https://www.youtube.com/watch?v=dX-2OEA99sI
cPN4H0sSCHQ	Switch Disco - REACT (feat. Ella Henderson) (Lyric Video)	SwitchDisco	202	https://www.youtube.com/watch?v=cPN4H0sSCHQ
km2TEIC09j4	BlueXBear - Inside Out (ft. Jordan Grace)	Future House Cloud	255	https://www.youtube.com/watch?v=km2TEIC09j4
UFcgcpY6WPU	Alphaville - Forever Young (DIMMI Remix)	Get The Sound	305	https://www.youtube.com/watch?v=UFcgcpY6WPU
k6ZoE4RrcDs	Ed Sheeran - Overpass Graffiti [Official Video]	Ed Sheeran	287	https://www.youtube.com/watch?v=k6ZoE4RrcDs
aSugSGCC12I	Sabrina Carpenter - Manchild (Official Video)	Sabrina Carpenter	237	https://www.youtube.com/watch?v=aSugSGCC12I
eVli-tstM5E	Sabrina Carpenter - Espresso	Sabrina Carpenter	201	https://www.youtube.com/watch?v=eVli-tstM5E
V9PVRfjEBTI	Billie Eilish - BIRDS OF A FEATHER (Official Music Video)	Billie Eilish	231	https://www.youtube.com/watch?v=V9PVRfjEBTI
suAR1PYFNYA	Dua Lipa - Houdini (Official Music Video)	Dua Lipa	189	https://www.youtube.com/watch?v=suAR1PYFNYA
_U1Cu3rB33Y	Purple Disco Machine & MORGAN - Can’t Stop Loving You	MrRevillz	195	https://www.youtube.com/watch?v=_U1Cu3rB33Y
8E6FxeimYso	Huntrix - GOLDEN (Sub. Español + Lyrics) | Kpop Demon Hunters	jostland.	193	https://www.youtube.com/watch?v=8E6FxeimYso
cO4N3wTrHCk	TWOPILOTS - King (Lyrics)	7clouds	209	https://www.youtube.com/watch?v=cO4N3wTrHCk
b4OacynveXQ	jeonghyeon & Jordan Grace - Run & Fall (Lyrics)	Sensual Musique	146	https://www.youtube.com/watch?v=b4OacynveXQ
R3l07a6VuMc	Braaten & Aron Matthews - Ocean Roads (Lyrics) ft. Matthias Nebel	Sensual Musique	173	https://www.youtube.com/watch?v=R3l07a6VuMc
bvC_0foemLY	Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO)	Robin Schulz	225	https://www.youtube.com/watch?v=bvC_0foemLY
hqwU7nv3hTM	The Avener, Phoebe Killdeer - Fade Out Lines (Official Music Video)	The Avener	264	https://www.youtube.com/watch?v=hqwU7nv3hTM
nmw-eB-Djlw	Millios - Light In The Dark	Millios	340	https://www.youtube.com/watch?v=nmw-eB-Djlw
VYotwuABhOE	NICCKO - Lead The Way	NICCKO	325	https://www.youtube.com/watch?v=VYotwuABhOE
rWIzRRrTMBo	NICCKO - Toda Noche	NICCKO	324	https://www.youtube.com/watch?v=rWIzRRrTMBo
6soSrZBI78c	Regard, RAYE - Secrets (Lyric Video)	Dj Regard Official	178	https://www.youtube.com/watch?v=6soSrZBI78c
CaqO-xvwtFQ	Pascal Junior - Holdin' On [Ultra Music]	Ultra Records	384	https://www.youtube.com/watch?v=CaqO-xvwtFQ
g2EBm0VIvU4	TWOPILOTS & Janieck - Paper Aeroplane (Official Lyric Video)	TWOPILOTS	189	https://www.youtube.com/watch?v=g2EBm0VIvU4
gudg-RCofjE	Phil Collins - In The Air Tonight (Panski & John Skyfield Remix)	Sharapov Music Channel	395	https://www.youtube.com/watch?v=gudg-RCofjE
1FWbjcqRiZ4	Can't Let Go (Official)	TheMcLight	165	https://www.youtube.com/watch?v=1FWbjcqRiZ4
2pMZN-iYQ28	ELNO - Lovestory (Original Mix)	ELNO DEEP	473	https://www.youtube.com/watch?v=2pMZN-iYQ28
ov-XgpYuK0s	LO - Love Again (Lyrics) ft. Sarah Lahn	Sensual Musique	145	https://www.youtube.com/watch?v=ov-XgpYuK0s
WsBm9QKcJUw	RAZZ, Joel Winterflood - Home (Lyrics)	Sensual Musique	170	https://www.youtube.com/watch?v=WsBm9QKcJUw
wdNp_Lg1eZA	Løvento, Moise - Crying Out For U (Lyrics)	Sensual Musique	155	https://www.youtube.com/watch?v=wdNp_Lg1eZA
t-s4zOGUpzI	James Quick - Made Of Bones (Nightcall Remix)	MrRevillz	183	https://www.youtube.com/watch?v=t-s4zOGUpzI
2USggnY8Xtk	Maan on the Moon - Gone (Flyboy Remix)	MrRevillz	183	https://www.youtube.com/watch?v=2USggnY8Xtk
jaP-suF1OC8	Tyla, Marshmello - Water (Remix)    [ Lyrics ]	Epiphany	187	https://www.youtube.com/watch?v=jaP-suF1OC8
GxeHUT6N_8A	Kav Verhouzer - Umbrella (Lyrics)	Sensual Musique	141	https://www.youtube.com/watch?v=GxeHUT6N_8A
XzEoI0BwPQs	IurisEkero - The Sun, The Wine and You (Official Music Video)	IurisEkero | New era of music	232	https://www.youtube.com/watch?v=XzEoI0BwPQs
ilw-qmqZ5zY	Lost Frequencies feat. Janieck Devy - Reality (Official Music Video)	Armada Music TV	172	https://www.youtube.com/watch?v=ilw-qmqZ5zY
zaIsVnmwdqg	Kygo - Happy Now ft. Sandro Cavazza (Official Video)	Kygo	244	https://www.youtube.com/watch?v=zaIsVnmwdqg
q_48vyHWls4	Ed Sheeran - Azizam (Pink Heart Video)	Ed Sheeran	166	https://www.youtube.com/watch?v=q_48vyHWls4
PAzH-YAlFYc	DNCE - Cake By The Ocean	DNCE	219	https://www.youtube.com/watch?v=PAzH-YAlFYc
VKY2YKwWmYw	Pitbull - Feel This Moment ft. Christina Aguilera (Lyrics)	life + lyrics	231	https://www.youtube.com/watch?v=VKY2YKwWmYw
vBynw9Isr28	Lady Gaga - Abracadabra (Official Music Video)	Lady Gaga	270	https://www.youtube.com/watch?v=vBynw9Isr28
nmnjL26OBcY	The Black Eyed Peas - Rock That Body (Official Music Video)	Black Eyed Peas	273	https://www.youtube.com/watch?v=nmnjL26OBcY
3O1_3zBUKM8	Naughty Boy - La la la ft. Sam Smith (Official Video)	Naughty Boy	244	https://www.youtube.com/watch?v=3O1_3zBUKM8
t7bQwwqW-Hc	Shaboozey - A Bar Song (Tipsy) [Official Visualizer]	Shaboozey	174	https://www.youtube.com/watch?v=t7bQwwqW-Hc
JGwWNGJdvx8	Ed Sheeran - Shape of You (Official Music Video)	Ed Sheeran	264	https://www.youtube.com/watch?v=JGwWNGJdvx8
U8QhB8_0t2g	Benson Boone - Mystical Magical (Official Lyric Video)	Benson Boone	166	https://www.youtube.com/watch?v=U8QhB8_0t2g
Qh8QwVYOSVU	Teddy Swims - Bad Dreams (Official Music Video)	Teddy Swims	185	https://www.youtube.com/watch?v=Qh8QwVYOSVU
SsdkvYdSzlg	Tom Grennan - Little Bit of Love (Official Video)	Tom Grennan	227	https://www.youtube.com/watch?v=SsdkvYdSzlg
qSv8uWZ94WY	What I Wouldn’t Do (North Star Calling) - Artists for Feel Out Loud supporting Kids Help Phone	Kids Help Phone	296	https://www.youtube.com/watch?v=qSv8uWZ94WY
KZGWfHdfWQs	Gigi Perez - Sailor Song (Lyrics)	7clouds Rock	210	https://www.youtube.com/watch?v=KZGWfHdfWQs
MoN9ql6Yymw	David Kushner - Daylight (Official Music Video)	David Kushner	230	https://www.youtube.com/watch?v=MoN9ql6Yymw
tKml80alH3Y	Myles Smith - Stargazing (Lyric Video)	Myles Smith	173	https://www.youtube.com/watch?v=tKml80alH3Y
Rip0bX2qrIs	Matt Simons - Catch & Release (Deepend remix) - Official Video	Matt Simons	215	https://www.youtube.com/watch?v=Rip0bX2qrIs
BxGqTJtrTh4	Ed Sheeran - I See Fire (Kygo Remix)	MrRevillz	317	https://www.youtube.com/watch?v=BxGqTJtrTh4
UGrFGCf5NWY	TWOPILOTS, Heleen - Sunset (Lyrics)	Sensual Musique	158	https://www.youtube.com/watch?v=UGrFGCf5NWY
V2d5uHFcE6M	Rachel Lorin - R.I.P. (Lyrics) [7clouds Release]	7clouds	196	https://www.youtube.com/watch?v=V2d5uHFcE6M
HigpKjHpG-g	Max Oazo - I Promise You (Extended Mix)	MAX OAZO	299	https://www.youtube.com/watch?v=HigpKjHpG-g
5Yho5tq77Lw	Rules, Ross Quinn - Holding On To You	Rules	225	https://www.youtube.com/watch?v=5Yho5tq77Lw
ZXUnAuYpnSc	Sharapov - Angelica	Sharapov Music Channel	338	https://www.youtube.com/watch?v=ZXUnAuYpnSc
5s6McxSEkbc	Millios - Pull Me Through	Millios	352	https://www.youtube.com/watch?v=5s6McxSEkbc
QqYa7HchnKg	KVS - Missing You Around (Deep House)	Future House Cloud	178	https://www.youtube.com/watch?v=QqYa7HchnKg
RAR1gxcJYkw	anamē & Bien - Happy To Be Alive	MrRevillz	255	https://www.youtube.com/watch?v=RAR1gxcJYkw
xsxTLf-YNjo	Tobias Bergson - Everything I Do (Long Edit)	Tobias Bergson	337	https://www.youtube.com/watch?v=xsxTLf-YNjo
r8LJdoxKtcA	Youngr X Ekko - Violet Skies (Live From The Mountain Top)	Youngr	263	https://www.youtube.com/watch?v=r8LJdoxKtcA
9UzhSWIkge8	Karyush - Faraway	Karyush	514	https://www.youtube.com/watch?v=9UzhSWIkge8
IetIg7y5k3A	Loud Luxury feat. brando - Body (Official Music Video)	Armada Music TV	221	https://www.youtube.com/watch?v=IetIg7y5k3A
Ey_hgKCCYU4	Jonas Blue - Perfect Strangers ft. JP Cooper	Jonas Blue	208	https://www.youtube.com/watch?v=Ey_hgKCCYU4
XH_L75M7LZc	Nito-Onna, Poylux, Klement - New Ways To Love Now (Lyrics)	Sensual Musique	150	https://www.youtube.com/watch?v=XH_L75M7LZc
8opGwS04EMc	CTH & Moonway - Renegade (Lyrics)	Sensual Musique	184	https://www.youtube.com/watch?v=8opGwS04EMc
5F3LO7mwgJ4	Namic, HeɅven - Replay (Lyrics)	Sensual Musique	145	https://www.youtube.com/watch?v=5F3LO7mwgJ4
0tkPbC-8GrM	The Chainsmokers, Kygo - Family (Frank Walker Remix) [Lyrics]	7clouds Dance	186	https://www.youtube.com/watch?v=0tkPbC-8GrM
pWs5OfSdMxM	Alok & TRHDL!FE - Hear Me Tonight (Lyrics)	Sensual Musique	189	https://www.youtube.com/watch?v=pWs5OfSdMxM
aZpSQQmYvVA	Ian Storm, SilkandStones - Mad World	MrRevillz	163	https://www.youtube.com/watch?v=aZpSQQmYvVA
0SVk3adkchY	Kungs - I FEEL SO BAD (Official Video) ft. Ephemerals	KUNGS	206	https://www.youtube.com/watch?v=0SVk3adkchY
eMMQmOr8WCo	Switch Disco, Tones And I - HIDEAWAY (Navagio Beach Mix - Official Lyric Video)	SwitchDisco	212	https://www.youtube.com/watch?v=eMMQmOr8WCo
vM42el6jjrI	V A E L O R A  - We Re Moving as One	V A E L O R A	325	https://www.youtube.com/watch?v=vM42el6jjrI
2JkepPAGQ9U	Into It	SHOUSE	443	https://www.youtube.com/watch?v=2JkepPAGQ9U
24dG4m8ym_g	Parra for Cuva ft. Anna Naklab - Wicked Games (Original Mix)	Spinnin' Records	357	https://www.youtube.com/watch?v=24dG4m8ym_g
Qpr13wHTmAo	Sasson (FR), Tigerblind - Kalema	7clouds Afro House	168	https://www.youtube.com/watch?v=Qpr13wHTmAo
1hx22rfkXRI	Mansionair - ATLAS (Lyrics)	7clouds Australia	416	https://www.youtube.com/watch?v=1hx22rfkXRI
hkzfuv3w--c	Does it matter, a.bech - bad timing (Lyrics)	Sensual Musique	143	https://www.youtube.com/watch?v=hkzfuv3w--c
fmjIo-_NcmA	Solar State - Best Days (Lyrics) ft. Nømad	Sensual Musique	159	https://www.youtube.com/watch?v=fmjIo-_NcmA
WeWRzJQKTlc	Dominic Neill - Lock Me Up (Music Video)	Paraíso	192	https://www.youtube.com/watch?v=WeWRzJQKTlc
G7KNmW9a75Y	Miley Cyrus - Flowers (Official Video)	Miley Cyrus	202	https://www.youtube.com/watch?v=G7KNmW9a75Y
nYNzi-_Ale8	Dave & Maurissa - What About My Love	Z Records	463	https://www.youtube.com/watch?v=nYNzi-_Ale8
Y9C8vo0aI_I	Ray Parker Jr. - Ghostbusters (Lyrics)	Revive Music and Timeless Music	247	https://www.youtube.com/watch?v=Y9C8vo0aI_I
q0hyYWKXF0Q	TONES AND I - DANCE MONKEY (OFFICIAL VIDEO)	Tones And I	237	https://www.youtube.com/watch?v=q0hyYWKXF0Q
ApXoWvfEYVU	Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse) (Official Video)	Post Malone	162	https://www.youtube.com/watch?v=ApXoWvfEYVU
7zFiuISoSD8	X Ambassadors - Somebody Who Knows You (Official Audio)	X Ambassadors	225	https://www.youtube.com/watch?v=7zFiuISoSD8
2Vv-BfVoq4g	Ed Sheeran - Perfect (Official Music Video)	Ed Sheeran	282	https://www.youtube.com/watch?v=2Vv-BfVoq4g
zABLecsR5UE	Lewis Capaldi - Someone You Loved	Lewis Capaldi	186	https://www.youtube.com/watch?v=zABLecsR5UE
gdaB2mvAGzs	Sam Heselwood - Home (Music Video)	Revive Music	253	https://www.youtube.com/watch?v=gdaB2mvAGzs
AJZ6IVfSO48	Patrick Droney - Go Getter [Official Music Video]	Patrick Droney	244	https://www.youtube.com/watch?v=AJZ6IVfSO48
8j741TUIET0	X Ambassadors - Renegades (Lyric Video)	X Ambassadors	194	https://www.youtube.com/watch?v=8j741TUIET0
ekr2nIex040	ROSÉ & Bruno Mars - APT. (Official Music Video)	ROSÉ and Bruno Mars	174	https://www.youtube.com/watch?v=ekr2nIex040
ZsJ-BHohXRI	Olivia Rodrigo - get him back! (Official Video)	Olivia Rodrigo	210	https://www.youtube.com/watch?v=ZsJ-BHohXRI
r0c9Q21AfLA	Mark Ambor - Belong Together (Official Visualizer)	Mark Ambor	153	https://www.youtube.com/watch?v=r0c9Q21AfLA
FyjnbSsZ2tc	Dasha - Austin (Official Music Video)	Dasha	185	https://www.youtube.com/watch?v=FyjnbSsZ2tc
cYAPoxNcVCA	Kygo, HAYLA - Without You (Visualizer)	Kygo	266	https://www.youtube.com/watch?v=cYAPoxNcVCA
1uRwY0EMw9A	Trackhead - Miss You Everyday (Lyrics)	Sensual Musique	160	https://www.youtube.com/watch?v=1uRwY0EMw9A
5j1RCys4R0g	Felix Jaehn - Ain't Nobody (Loves Me Better) (Official Video) ft. Jasmine Thompson	Felix Jaehn	189	https://www.youtube.com/watch?v=5j1RCys4R0g
duD0EBbrOMk	Riptide (FlicFlac Remix)	Vance Joy	340	https://www.youtube.com/watch?v=duD0EBbrOMk
N0_Q5_jDP3k	Sorcha Richardson - Last Train (Lexer Remix)	CROSSWALK Records	452	https://www.youtube.com/watch?v=N0_Q5_jDP3k
Qu9PoLoiOGo	Bruno Be, Lacosh - Best Friends (Lyric Video)	Bruno Be	246	https://www.youtube.com/watch?v=Qu9PoLoiOGo
TfbK_sCRapM	Nathan Dawe x Ella Henderson - 21 Reasons [Lyric Video]	Nathan Dawe	156	https://www.youtube.com/watch?v=TfbK_sCRapM
I-VsisgVkHw	Starley - Call On Me (Ryan Riback Remix)	STARLEY	198	https://www.youtube.com/watch?v=I-VsisgVkHw
Y1bup05q5RE	Pete Tong, The Heritage Orchestra, Jules Buckley - Finally (Visualiser) ft. Jessie Ware	Pete Tong	347	https://www.youtube.com/watch?v=Y1bup05q5RE
8NAhHJ_3bQQ	All My Love	Elderbrook	212	https://www.youtube.com/watch?v=8NAhHJ_3bQQ
Y36GWNMFko8	SG Lewis - Another Life (Visualiser)	SG Lewis	354	https://www.youtube.com/watch?v=Y36GWNMFko8
hf1LWq7yEv4	Deepend, Griff Clawson - Beautiful (Official Visualizer)	Pablo’s Dance Panic	176	https://www.youtube.com/watch?v=hf1LWq7yEv4
tOCPyb-j-sU	Fex, Ideo & Michael FAY - Need Somebody (feat. Sax'Appeal)	Soave	177	https://www.youtube.com/watch?v=tOCPyb-j-sU
CiWiyXM_7gA	DVBBS - Move a Little Closer (ft.  Abi Flynn) [Official Music Video]	DVBBS	177	https://www.youtube.com/watch?v=CiWiyXM_7gA
t0opxY1HNH4	TWOPILOTS - U Remind Me (Official Visualizer)	TWOPILOTS	182	https://www.youtube.com/watch?v=t0opxY1HNH4
naW6-WxmMiU	Dennis Lloyd - Nevermind (Official Video)	Warner Music Italy	156	https://www.youtube.com/watch?v=naW6-WxmMiU
VjHMDlAPMUw	Lost Frequencies - Are You With Me (Official Music Video)	Armada Music TV	144	https://www.youtube.com/watch?v=VjHMDlAPMUw
Cj25UpcBDt0	Faul, Wad Ad, Pnau - Changes (Videoclip)	FAUL & WAD	205	https://www.youtube.com/watch?v=Cj25UpcBDt0
